Linux 5.15.0-87-generic (gl6) 	01/31/2024 	_x86_64_	(32 CPU)

02:12:47 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
03:55:27 PM  47373968 388155848   2649824      0.67   4006268 326815984 192485840     47.73 150356208 181809784      8832   1371708  14013096      9344     33760    301832
03:55:32 PM  47385028 388169024   2636600      0.67   4006268 326818232 189096516     46.89 150356340 181775952      8640   1336108  14013012      9344     33592    301816
03:55:37 PM  47358584 388143424   2662240      0.67   4006268 326819016 192273536     47.68 150356460 181801164      8560   1360772  14013032      9344     32944    301864
03:55:42 PM  47403808 388191076   2614200      0.66   4006268 326821404 183356548     45.47 150356608 181751180      7608   1307920  14013460      9344     32680    301880
03:55:47 PM  47330984 388119548   2685884      0.68   4006268 326822728 189769140     47.06 150356732 181807632      8516   1362780  14013276      9328     33096    301912
03:55:52 PM  47345192 388135144   2669908      0.68   4006268 326824068 192174304     47.66 150356888 181811096      8988   1365056  14013704      9328     33604    301960
03:55:57 PM  47363384 388155920   2648988      0.67   4006268 326826640 189458432     46.98 150357060 181790180      8668   1342644  14013860      9296     32776    301960
03:56:02 PM  47408988 388203192   2601432      0.66   4006268 326828308 189671808     47.04 150357220 181814768      8896   1365844  14014144      9344     33252    301968
03:56:07 PM  47464324 388260924   2543192      0.64   4006268 326830712 184990404     45.88 150357296 181752544      8728   1299696  14014644      9328     32652    301912
03:56:12 PM  47415972 388213184   2590652      0.66   4006268 326831288 189361284     46.96 150357424 181793112      7940   1340940  14014960      9312     33208    301928
03:56:17 PM  47370072 388168520   2635424      0.67   4006268 326832524 186853520     46.34 150357600 181807360      8484   1354528  14014852      9328     32924    301896
03:56:22 PM  47386472 388187728   2615944      0.66   4006268 326835332 188688416     46.79 150357752 181785904      9336   1330632  14015124      9344     33240    301896
03:56:27 PM  47338968 388141168   2662436      0.67   4006268 326836276 188384948     46.72 150357852 181792376      9204   1335388  14015192      9344     33236    301848
03:56:32 PM  47398616 388202736   2600876      0.66   4006268 326838192 188998076     46.87 150358028 181790576      9520   1333072  14015188      9344     33844    301864
03:56:37 PM  47411764 388217148   2586484      0.66   4006268 326839500 188693928     46.79 150358108 181796540      8900   1336860  14015124      9360     33124    301880
03:56:42 PM  47420672 388227704   2576048      0.65   4006268 326841044 181872120     45.10 150358248 181755328      8500   1294376  14015108      9376     33052    301880
03:56:47 PM  47462104 388271792   2532068      0.64   4006268 326843696 182473012     45.25 150358404 181742692      8472   1279516  14015004      9344     32080    301880
03:56:52 PM  47361968 388172536   2631060      0.67   4006268 326844564 189471312     46.99 150358536 181817616      7936   1353908  14015280      9360     33412    301880
03:56:57 PM  47339676 388151856   2652040      0.67   4006268 326846176 192695124     47.79 150358728 181829720      8464   1364528  14014980      9360     33640    301944
03:57:02 PM  47347836 388161180   2642996      0.67   4006268 326847296 192389208     47.71 150358812 181834384      8612   1368176  14014744      9360     33664    301960
03:57:07 PM  47362780 388177904   2626440      0.67   4006268 326849084 184251716     45.69 150358908 181802512      8512   1334504  14014568      9328     33396    301944
03:57:12 PM  47384736 388200824   2603564      0.66   4006268 326850032 186661436     46.29 150359032 181800752      8812   1331908  14014540      9392     33628    301960
03:57:17 PM  47346624 388165772   2638972      0.67   4006268 326853120 185565708     46.02 150359212 181797184      8064   1325072  14014156      9360     33212    301944
03:57:22 PM  47309532 388129712   2675220      0.68   4006268 326854124 189888864     47.09 150359364 181825564      9056   1353036  14013996      9360     33304    301960
03:57:27 PM  47305044 388126524   2678876      0.68   4006268 326855428 188486960     46.74 150359432 181812940      8220   1339316  14013524      9360     33228    301960
03:57:32 PM  47341512 388164952   2640696      0.67   4006268 326857324 189264120     46.93 150359632 181820356      8192   1344184  14013340      9360     32840    301976
03:57:37 PM  47358168 388183268   2622556      0.66   4006268 326858948 188695528     46.79 150359720 181816768      9096   1339144  14013200      9360     33668    301944
03:57:42 PM  47344792 388170300   2634552      0.67   4006268 326859864 192592976     47.76 150359784 181844076      8660   1367160  14013664      9376     33420    301944
03:57:47 PM  47375104 388203160   2601132      0.66   4006268 326861848 189160964     46.91 150360000 181825496      8352   1345312  14014788      9360     33104    301880
03:57:52 PM  47376336 388206952   2597120      0.66   4006268 326864232 188931312     46.85 150360160 181817036      7864   1335000  14015184      9360     33164    301896
03:57:57 PM  47326544 388159800   2643944      0.67   4006268 326866788 188279968     46.69 150360308 181818496      9432   1334196  14015596      9344     33220    301896
03:58:02 PM  47275512 388109200   2694692      0.68   4006268 326867152 189265372     46.94 150360440 181848496      8220   1363892  14015516      9344     33200    301992
03:58:07 PM  47255608 388090420   2713584      0.69   4006268 326868244 191880580     47.58 150360484 181858728      9096   1372112  14015436      9360     33796    301944
03:58:12 PM  47242396 388078916   2725120      0.69   4006268 326870128 192590236     47.76 150360688 181845828      8132   1358468  14015228      9360     33360    301896
03:58:17 PM  47329104 388168128   2635960      0.67   4006268 326872584 182959892     45.37 150360852 181803476      9492   1313892  14015224      9344     32944    301880
03:58:22 PM  47299452 388140188   2663364      0.67   4006268 326874336 192174652     47.66 150361076 181847184      8572   1355532  14015720      9344     33024    301928
03:58:27 PM  47327472 388170016   2633580      0.67   4006268 326876104 189880216     47.09 150361200 181842772      8416   1349056  14015716      9360     33228    301960
03:58:32 PM  47313084 388156472   2646932      0.67   4006268 326876988 192589104     47.76 150361280 181860912      8988   1366864  14015868      9360     33736    301976
03:58:37 PM  47289540 388134716   2668456      0.68   4006268 326878736 192795940     47.81 150361392 181855984      8768   1360716  14016140      9344     33264    301960
03:58:42 PM  47296888 388143692   2659024      0.67   4006268 326880364 189366832     46.96 150361492 181859528      8020   1362900  14016596      9360     33252    301928
03:58:47 PM  47320560 388170020   2633356      0.67   4006268 326882996 185874668     46.09 150361728 181816820      8792   1317236  14015960      9360     33448    301944
03:58:52 PM  47271760 388123092   2680816      0.68   4006268 326884828 192664124     47.78 150361880 181869404      7824   1367780  14015468      9360     33336    301944
03:58:57 PM  47279020 388132328   2671356      0.68   4006268 326886852 186764784     46.32 150362020 181853304      7568   1351012  14015644      9328     33120    301944
03:59:02 PM  47256892 388111888   2692352      0.68   4006268 326888532 192183696     47.66 150362168 181870032      9132   1365984  14015096      9344     33124    301944
03:59:07 PM  47300000 388156116   2647604      0.67   4006268 326889712 188687680     46.79 150362244 181841532      7888   1336336  14015556      9360     33228    301896
03:59:12 PM  47315912 388173244   2630472      0.67   4006268 326890924 189983920     47.11 150362368 181855132      8956   1348736  14015564      9344     32768    301880
03:59:17 PM  47330864 388189604   2614360      0.66   4006268 326892332 189472680     46.99 150362448 181858776      7804   1350964  14015316      9360     33096    301896
03:59:22 PM  47320568 388181384   2623056      0.66   4006268 326894408 192073272     47.63 150362664 181871172      7140   1362032  14014840      9360     33608    301880
03:59:27 PM  47296260 388159116   2645272      0.67   4006268 326896460 189563408     47.01 150362832 181853972      7796   1341936  14014880      9344     33032    301912
03:59:32 PM  47261488 388126352   2677956      0.68   4006268 326898520 190641888     47.28 150362952 181855924      7680   1343120  14014908      9360     33764    301880
03:59:37 PM  47226316 388092100   2712516      0.69   4006268 326899464 192389612     47.71 150363144 181881240      8564   1366116  14014576      9360     33640    301896
03:59:42 PM  47299352 388166516   2637968      0.67   4006268 326900820 188999452     46.87 150363200 181853416      9396   1337536  14014732      9360     33836    301896
03:59:47 PM  47255664 388123656   2681004      0.68   4006268 326901620 191876164     47.58 150363256 181877580      8428   1361448  14014584      9360     33288    301896
03:59:52 PM  47282476 388152364   2652524      0.67   4006268 326903484 189577520     47.01 150363424 181871580      8848   1352588  14014388      9344     33540    301880
03:59:57 PM  47321356 388193328   2611352      0.66   4006268 326905568 188592340     46.77 150363592 181856164      8752   1336900  14014596      9344     33296    301880
04:00:02 PM  47292260 388165552   2638796      0.67   4006268 326906820 192600972     47.76 150363748 181894412      8516   1372896  14014996      9376     33736    301952
04:00:07 PM  47288604 388165200   2639176      0.67   4006268 326910092 188492324     46.74 150363896 181864020     10360   1339820  14015000      9376     33356    301904
04:00:12 PM  47293640 388170608   2633824      0.67   4006268 326910432 189672724     47.04 150364024 181870884      8460   1346148  14014976      9344     33144    301912
04:00:17 PM  47355600 388213460   2590888      0.66   4006268 326891332 184585300     45.77 150364120 181807704      8220   1302632  14015052      9344     32640    301880
04:00:22 PM  47282232 388140072   2663796      0.67   4006268 326891308 189164920     46.91 150364200 181861204      9052   1356176  14015536      9312     33104    301896
04:00:27 PM  47238252 388098056   2706384      0.69   4006268 326893284 192487704     47.73 150364392 181873776      9296   1367224  14014952      9328     33692    301880
04:00:32 PM  47289272 388152024   2652208      0.67   4006268 326896224 184991424     45.88 150364540 181812600      8616   1302360  14015168      9328     33276    301848
