Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

05:11:03 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
07:07:48 AM 280619112 389217024   2419628      0.61   1571808 106270568  98954860     24.54  46972516  62025668      5680   1183984   3977432     10304     20596    279752
07:07:53 AM 280666800 389266128   2370764      0.60   1571808 106271988  95260844     23.62  46972548  61998720      4728   1156108   3977188     10304     20068    279704
07:07:58 AM 280650212 389250532   2386448      0.60   1571808 106272968  96346944     23.89  46972712  62006776      5700   1163416   3977112     10304     20296    279688
07:08:03 AM 280616024 389217436   2420284      0.61   1571808 106274000  95725872     23.74  46972840  62018396      3788   1174136   3976432     10320     19928    279704
07:08:08 AM 280621092 389223948   2413992      0.61   1571808 106275400  99058576     24.57  46972884  62030644      6020   1184928   3976256     10288     20620    279752
07:08:13 AM 280619320 389223120   2414744      0.61   1571808 106276336  98646324     24.46  46972916  62026780      4960   1180160   3976340     10288     20544    279688
07:08:18 AM 280666096 389273004   2363852      0.60   1571808 106279420  85370148     21.17  46973056  61938500      2696   1089172   3977372     10288     18928    279688
07:08:23 AM 280592124 389200372   2437380      0.62   1571808 106280676  92341572     22.90  46973252  61997956      3344   1147276   3976560     10288     19292    279656
07:08:28 AM 280565872 389174188   2463748      0.62   1571808 106280744  98647408     24.46  46973336  62032840      4496   1182120   3976376     10288     20540    279560
07:08:33 AM 280593572 389202840   2434784      0.62   1571808 106281680  95730336     23.74  46973372  62010884      4484   1159376   3976704     10320     20392    279720
07:08:38 AM 280612060 389223844   2413948      0.61   1571808 106284152  92342748     22.90  46973524  62005684      4328   1151728   3976580     10336     19820    279656
07:08:43 AM 280583604 389196444   2441432      0.62   1571808 106285160  98849332     24.51  46973656  62034924      6192   1180132   3976544     10288     20448    279624
07:08:48 AM 280603924 389217796   2420296      0.61   1571808 106286172  96041172     23.82  46973772  62019220      4620   1163516   3976348     10304     20296    279640
07:08:53 AM 280577972 389192932   2444908      0.62   1571808 106287260  98855408     24.51  46973820  62043584      6384   1187032   3976600     10304     20616    279656
07:08:58 AM 280681704 389299312   2338344      0.59   1571808 106289904  88231540     21.88  46973980  61950656      3708   1091432   3976788     10272     18824    279576
07:09:03 AM 280606940 389225536   2412256      0.61   1571808 106290856  98955852     24.54  46974156  62041892      5780   1182480   3976688     10304     20548    279608
07:09:08 AM 280632676 389252456   2385432      0.60   1571808 106292000  98850200     24.51  46974228  62040484      4956   1179468   3976632     10336     20636    279592
07:09:13 AM 280621508 389242352   2395312      0.61   1571808 106293016  98852600     24.51  46974280  62041864      2316   1180012   3976904     10352     20556    279608
07:09:18 AM 280649224 389271888   2365936      0.60   1571808 106294756  95429792     23.67  46974452  62025080      2660   1162060   3976824     10336     20236    279592
07:09:23 AM 280591748 389215788   2422056      0.61   1571808 106296156  99161552     24.59  46974568  62050008      4960   1185364   3976780     10336     20596    279768
07:09:28 AM 280573404 389198536   2439656      0.62   1571808 106297216  98750924     24.49  46974648  62050368      4816   1184520   3976464     10400     20668    279720
07:09:33 AM 280605072 389231688   2406128      0.61   1571808 106298548  97001140     24.06  46974720  62016128      5708   1149116   3976992     10320     20076    279608
07:09:38 AM 280591576 389219572   2417528      0.61   1571808 106299952  99049004     24.56  46974880  62044572      4596   1176272   3977684     10352     20596    279608
07:09:43 AM 280614700 389244340   2392648      0.61   1571808 106301516  95932612     23.79  46974988  62027704      5556   1157920   3977876     10352     20416    279720
07:09:48 AM 280589388 389220284   2416832      0.61   1571808 106302840  98438108     24.41  46975104  62045508      4352   1174720   3977680     10320     20196    279688
07:09:53 AM 280579376 389211500   2425728      0.61   1571808 106304128  95837832     23.77  46975176  62055696      5792   1183464   3977508     10336     20544    279752
07:09:58 AM 280614964 389249384   2388312      0.60   1571808 106306356  92060396     22.83  46975328  62018852      3888   1144620   3977108     10336     19848    279688
07:10:03 AM 280572908 389208812   2428800      0.62   1571808 106307796  98851316     24.51  46975436  62058036      6304   1183084   3977236     10496     20764    279800
07:10:08 AM 280618824 389255436   2381928      0.60   1571808 106308524  95460948     23.67  46975492  62029768      5292   1153560   3977464     10368     20160    279752
07:10:13 AM 280571536 389208964   2428332      0.61   1571808 106309292  98642544     24.46  46975584  62057204      4748   1180240   3977580     10320     20476    279704
07:10:18 AM 280568104 389207360   2429648      0.62   1571808 106311140  99059172     24.57  46975708  62062312      4864   1183740   3977848     10336     20536    279800
07:10:23 AM 280574400 389214676   2422472      0.61   1571808 106312112  98954488     24.54  46975812  62062180      4860   1182760   3977756     10320     20412    279704
07:10:28 AM 280624540 389267164   2370152      0.60   1571808 106314540  92336340     22.90  46975892  62025992      4924   1143660   3977508     10320     18868    279800
07:10:33 AM 280560196 389203724   2433792      0.62   1571808 106315448  98650780     24.46  46976044  62072004      5512   1189548   3977304     10352     20732    279768
07:10:38 AM 280541384 389185856   2451976      0.62   1571808 106316424  98956972     24.54  46975896  62066888      5824   1183340   3976956     10320     20596    279720
07:10:43 AM 280553400 389198668   2439456      0.62   1571808 106317136  98952772     24.54  46975940  62066328      5128   1181800   3976748     10336     20628    279688
07:10:48 AM 280650600 389298324   2339480      0.59   1571808 106319620  91456220     22.68  46976016  62005860      5544   1119168   3977040     10320     19484    279704
07:10:53 AM 280632040 389280232   2357428      0.60   1571816 106320104  99061176     24.57  46976196  62072556      4912   1185652   3977160     10336     20700    279688
07:10:58 AM 280605424 389254676   2382588      0.60   1571816 106321120  99263464     24.62  46976256  62073240      6092   1185272   3977600     10336     20608    279720
07:11:03 AM 280588124 389238324   2398588      0.61   1571816 106322072  98853328     24.51  46976344  62069512      4348   1180664   3977948     10368     20440    279720
07:11:08 AM 280571896 389223340   2413348      0.61   1571816 106323288  98649032     24.46  46976428  62073416      6152   1182288   3978200     10336     20600    279784
07:11:13 AM 280583204 389236220   2400280      0.61   1571816 106324824  98854512     24.51  46976580  62075288      5028   1183868   3978424     10352     20536    279720
07:11:18 AM 280548256 389203136   2433792      0.62   1571816 106326664  98854688     24.51  46976676  62081320      6360   1187208   3978020     10352     20644    279752
07:11:23 AM 280540120 389196032   2440704      0.62   1571816 106327612  98750700     24.49  46976792  62075548      4956   1181792   3978296     10352     20648    279704
07:11:28 AM 280558948 389215672   2421148      0.61   1571816 106328444  99155532     24.59  46976812  62076064      5388   1180780   3978192     10320     20436    279688
07:11:33 AM 280537040 389195788   2441028      0.62   1571816 106330468  98854144     24.51  46976976  62081880      5140   1185088   3978196     10320     20200    279672
07:11:38 AM 280530932 389190384   2446308      0.62   1571816 106331292  98547716     24.44  46977084  62082588      5532   1184768   3978200     10336     20552    279656
07:11:43 AM 280511516 389172000   2464896      0.62   1571816 106332292  98854452     24.51  46977160  62084700      5012   1186296   3978028     10320     20632    279640
07:11:48 AM 280534872 389197188   2439624      0.62   1571816 106334148  93225508     23.12  46977268  62064972      5004   1164112   3978088     10432     19892    279736
07:11:53 AM 280528864 389192392   2444340      0.62   1571816 106335304  98754600     24.49  46977368  62091460      5440   1190176   3978224     10352     20668    279656
07:11:58 AM 280522576 389187520   2449012      0.62   1571816 106336732  98988380     24.55  46977476  62084104      5036   1181592   3978412     10288     20572    279640
07:12:03 AM 280523044 389188920   2447584      0.62   1571816 106337652  98849672     24.51  46977576  62085600      5860   1182200   3978452     10304     20512    279720
07:12:08 AM 280550980 389218180   2418148      0.61   1571816 106338940  98744428     24.49  46977700  62080256      4412   1175316   3978664     10304     20420    279720
07:12:13 AM 280521664 389190188   2445888      0.62   1571816 106340176  96042140     23.82  46977764  62088104      5836   1182336   3979004     10304     20424    279704
07:12:18 AM 280492020 389162192   2474628      0.63   1571816 106341840  98854252     24.51  46977924  62088844      4768   1181280   3978244     10336     20708    279672
07:12:23 AM 280507696 389179296   2457672      0.62   1571816 106343184  98857076     24.52  46978032  62093608      5780   1185164   3978180     10288     20612    279720
07:12:28 AM 280486348 389159160   2477700      0.63   1571816 106344400  98958096     24.54  46978128  62096208      4904   1186232   3978284     10288     20604    279688
07:12:33 AM 280493100 389166968   2469664      0.63   1571816 106345448  99158180     24.59  46978180  62091992      6300   1182000   3978520     10352     20644    279688
07:12:38 AM 280481504 389157636   2479288      0.63   1571816 106347716  95022200     23.56  46978284  62069044      2172   1156448   3978224     10288     20056    279672
07:12:43 AM 280491412 389167988   2468532      0.63   1571816 106348016  96142872     23.84  46978424  62084140      3852   1170808   3978772     10352     20360    279640
07:12:48 AM 280496472 389174200   2462240      0.62   1571816 106349196  99159864     24.59  46978532  62096168      3696   1182236   3978824     10304     20436    279624
07:12:53 AM 280563404 389244084   2392424      0.61   1571816 106352132  84742844     21.02  46978588  62004644      5812   1087360   3978772     10336     19096    279576
07:12:58 AM 280502020 389182736   2454164      0.62   1571816 106352168  98752732     24.49  46978700  62104936      5584   1188384   3978380     10352     20712    279592
07:13:03 AM 280525276 389207400   2429664      0.62   1571816 106353576  95738596     23.74  46978836  62090304      5724   1172412   3978216     10336     19944    279656
07:13:08 AM 280562100 389245656   2391432      0.61   1571816 106355000  98853128     24.51  46979004  62100980      4524   1181916   3978200     10304     20680    279704
07:13:13 AM 280543080 389227284   2409916      0.61   1571816 106355668  98953452     24.54  46979028  62100788      5956   1180988   3978068     10368     20708    279784
07:13:18 AM 280576256 389261944   2375188      0.60   1571816 106357144  94747304     23.50  46979092  62071388      4568   1150140   3978144     10320     19988    279704
07:13:23 AM 280514960 389202400   2434920      0.62   1571816 106359148  98649072     24.46  46979248  62109520      6124   1185952   3977704     10288     20632    279672
07:13:28 AM 280554296 389243780   2393384      0.61   1571816 106361204  91457348     22.68  46979372  62046556      3992   1121060   3977848     10272     19528    279656
07:13:33 AM 280514356 389204524   2432632      0.62   1571816 106361824  92649948     22.98  46979444  62069312      6480   1143380   3977920     10432     19868    279688
07:13:38 AM 280503220 389193728   2443028      0.62   1571816 106362160  98956092     24.54  46979528  62109180      5036   1183320   3978324     10288     20640    279672
07:13:43 AM 280557236 389248816   2388008      0.60   1571816 106363192  93124044     23.09  46979572  62072268      4624   1145252   3978296     10224     19804    279576
07:13:48 AM 280501012 389194644   2442568      0.62   1571816 106365164  99162200     24.59  46979780  62113336      4416   1184860   3977988     10272     20636    279656
07:13:53 AM 280490092 389184672   2452608      0.62   1571816 106366112  98954332     24.54  46979860  62113644      4708   1183768   3977920     10320     20476    279608
07:13:58 AM 280473884 389169824   2467720      0.62   1571816 106367556  99053508     24.56  46979992  62111268      5820   1180036   3977572     10272     20656    279608
07:14:03 AM 280472424 389169184   2468420      0.63   1571816 106368372  96036564     23.82  46980028  62112464      5048   1181008   3977516     10240     20192    279592
07:14:08 AM 280511660 389210480   2427160      0.61   1571816 106370376  98746892     24.49  46980164  62112224      5992   1179504   3977536     10256     20540    279624
07:14:13 AM 280547176 389248216   2389344      0.61   1571816 106372544  92135160     22.85  46980316  62082708      4316   1146812   3977668     10256     19992    279656
07:14:18 AM 280522348 389224064   2413788      0.61   1571816 106373204  98754428     24.49  46980420  62121272      5968   1184752   3977392     10224     20536    279624
07:14:23 AM 280544744 389247116   2390776      0.61   1571816 106373856  98962192     24.54  46980456  62127244       428   1190736   3977356     10288     20652    279656
07:14:28 AM 280552736 389256716   2381512      0.60   1571816 106375468  93118444     23.09  46980612  62112736      2792   1174808   3977016     10240     20968    279608
07:14:33 AM 280517528 389223432   2415116      0.61   1571816 106377344  99160788     24.59  46980712  62126220      3456   1186288   3976744     10256     21020    279608
07:14:38 AM 280532136 389239176   2399344      0.61   1571816 106378440  98752592     24.49  46980828  62124836      5228   1183440   3976812     10224     20660    279624
07:14:43 AM 280516520 389224640   2413836      0.61   1571816 106379520  98546352     24.44  46980884  62127476      4876   1185184   3976856     10224     20552    279640
07:14:48 AM 280506128 389216696   2421744      0.61   1571816 106381996  96031068     23.81  46981008  62109972      6948   1152768   3976864     10240     20584    279672
07:14:53 AM 280505764 389216684   2421504      0.61   1571816 106382324  95934476     23.79  46981164  62111132      4428   1166816   3977140     10272     20468    279592
07:14:58 AM 280475088 389187624   2450652      0.62   1571816 106383948  99159736     24.59  46981240  62131120      6028   1185260   3977044     10240     20672    279624
07:15:03 AM 280498128 389211332   2426976      0.61   1571816 106384592  98853124     24.51  46981280  62132308      5224   1185684   3977036     10208     20612    279608
07:15:08 AM 280557968 389274772   2363216      0.60   1571816 106388148  88237568     21.88  46981336  62069256      6484   1119788   3977400     10208     19528    279688
07:15:13 AM 280517176 389234892   2403596      0.61   1571820 106388988  94954308     23.55  46981588  62101576      4344   1151012   3976968     10192     20068    279592
07:15:18 AM 280508632 389226576   2411772      0.61   1571820 106389160  95729896     23.74  46981688  62131608      5080   1180812   3977164     10560     20568    279608
07:15:23 AM 280501648 389220600   2417440      0.61   1571820 106390092  98749180     24.49  46981732  62133660      5316   1181956   3977548     10208     20612    279624
07:15:28 AM 280511352 389232672   2405228      0.61   1571820 106392448  92349384     22.90  46981812  62110612      5116   1156616   3977700     10192     20016    279544
07:15:33 AM 280500556 389222972   2414564      0.61   1571820 106393444  98955392     24.54  46982008  62135436      5932   1180804   3978164     10256     20644    279528
07:15:38 AM 280526412 389251028   2386612      0.60   1571820 106395596  94641548     23.47  46982124  62104808      4280   1148448   3978108     10192     19968    279480
07:15:43 AM 280533772 389259584   2378228      0.60   1571820 106396788  94437424     23.42  46982192  62105688      5852   1147676   3977940     10176     20024    279512
07:15:48 AM 280544872 389271496   2366596      0.60   1571820 106397556  92030844     22.82  46982288  62087920      3952   1127868   3977704     10208     18948    279512
07:15:53 AM 280486284 389214400   2423944      0.61   1571820 106399080  98956472     24.54  46982476  62142248      4560   1182552   3977420     10208     20524    279544
07:15:58 AM 280482804 389212008   2426336      0.61   1571820 106400120  95930360     23.79  46982564  62136144      4468   1175424   3977468     10208     20420    279512
07:16:03 AM 280456040 389186772   2451640      0.62   1571820 106401648  99057256     24.56  46982668  62145820      6044   1183584   3977400     10192     20608    279512
07:16:08 AM 280445868 389177328   2460964      0.62   1571820 106402316  95618388     23.71  46982700  62137832      4884   1175144   3977580     10176     20548    279512
07:16:13 AM 280503912 389238524   2400032      0.61   1571820 106405420  92232556     22.87  46982888  62091248      5340   1124772   3977364     10176     19368    279608
07:16:18 AM 280430664 389165416   2473080      0.63   1571820 106405548  98751880     24.49  46982984  62149880      4928   1183972   3977436     10208     20656    279576
07:16:23 AM 280566228 389303040   2335268      0.59   1571820 106407564  91456208     22.68  46983016  62087536      5804   1119260   3977668     10176     20112    279544
07:16:28 AM 280476808 389215052   2422896      0.61   1571820 106409012  95933348     23.79  46983148  62149784      5148   1178344   3978012     10192     20244    279528
07:16:33 AM 280454396 389193560   2444196      0.62   1571820 106409768  95827144     23.76  46983288  62145504      5316   1175884   3978368     10176     20376    279464
07:16:38 AM 280461252 389201760   2435840      0.62   1571820 106411076  99059700     24.57  46983412  62160108      4924   1189168   3978560     10192     20664    279512
07:16:43 AM 280482884 389224564   2412916      0.61   1571820 106412064  98850876     24.51  46983484  62154080      5872   1181776   3978864     10240     20628    279560
07:16:48 AM 280506076 389249592   2388024      0.60   1571820 106413892  94850068     23.52  46983532  62129348      5292   1155784   3978736     10208     20148    279560
07:16:53 AM 280544844 389289560   2347744      0.59   1571820 106414948  96143564     23.84  46983676  62140004      6104   1165160   3979192     10128     20116    279608
07:16:58 AM 280527124 389273216   2364028      0.60   1571820 106416264  98958500     24.54  46983804  62161964      4968   1185776   3979312     10208     20720    279592
07:17:03 AM 280514676 389261868   2374796      0.60   1571820 106417372  98855728     24.51  46983900  62163992      5664   1187872   3979884     10480     20656    279640
07:17:08 AM 280511908 389260148   2376904      0.60   1571820 106418400  98445732     24.41  46983952  62165256      5248   1187496   3979516     10224     20644    279576
07:17:13 AM 280548880 389298152   2338496      0.59   1571820 106419440  95937728     23.79  46984056  62145776      4840   1167240   3979912     10224     20392    279448
07:17:18 AM 280540072 389291052   2346084      0.59   1571820 106421232  98947564     24.54  46984220  62154896      4784   1174820   3979340     10240     20532    279560
07:17:23 AM 280523836 389276212   2360992      0.60   1571820 106422556  98853696     24.51  46984308  62166208      5020   1184152   3979344     10272     20688    279608
07:17:28 AM 280516840 389271576   2365560      0.60   1571820 106424800  95838164     23.77  46984428  62170864      6140   1186784   3979528     10256     20560    279640
07:17:33 AM 280504724 389259624   2377404      0.60   1571820 106424964  98650268     24.46  46984492  62170016      5044   1186716   3979636     10240     20592    279640
07:17:38 AM 280482000 389238300   2398156      0.61   1571820 106426320  95834224     23.77  46984624  62168780      5328   1183248   3980252     10304     20540    279656
07:17:43 AM 280478608 389236708   2399848      0.61   1571820 106428080  99059404     24.57  46984764  62171528      4880   1185136   3980192     10224     20592    279576
07:17:48 AM 280469552 389228944   2408008      0.61   1571820 106429312  98578260     24.45  46984840  62173396      5588   1185688   3979856     10288     20540    279592
07:17:53 AM 280482748 389243180   2394172      0.61   1571820 106430276  98652932     24.46  46984944  62177492      5060   1188788   3979532     10256     20616    279560
07:17:58 AM 280560228 389323088   2314560      0.59   1571820 106432720  92444448     22.93  46985080  62121524      6028   1130828   3979220     10256     19476    279640
07:18:03 AM 280520880 389284984   2352832      0.60   1571820 106433972  95152624     23.60  46985192  62141404      4500   1148384   3979044     10272     20064    279624
07:18:08 AM 280459624 389223972   2413652      0.61   1571820 106434176  99059848     24.57  46985248  62178240      5548   1186068   3979276     10256     20540    279672
07:18:13 AM 280477832 389244040   2393664      0.61   1571820 106436028  93226996     23.12  46985336  62142248      4380   1148228   3979204     10304     19580    279592
07:18:18 AM 280455776 389222644   2415024      0.61   1571820 106436744  98539564     24.44  46985460  62173088      5720   1178424   3979184     10272     20300    279704
07:18:23 AM 280441280 389209740   2428108      0.61   1571820 106438280  95932532     23.79  46985612  62173728      4532   1177976   3979060     10288     20600    279672
07:18:28 AM 280433604 389203264   2434464      0.62   1571820 106439496  98543264     24.44  46985632  62182544      1892   1185284   3979164     10256     20520    279752
07:18:33 AM 280444368 389215052   2422804      0.61   1571820 106440516  98956416     24.54  46985764  62184880      1752   1185976   3979040     10288     20692    279720
07:18:38 AM 280426648 389198676   2438412      0.62   1571820 106441856  98955888     24.54  46985868  62183640      3784   1184392   3979812     10432     21048    279736
07:18:43 AM 280440848 389214424   2423448      0.61   1571820 106443300  99057200     24.56  46986012  62184012      3896   1183580   3979132     10288     20640    279656
07:18:48 AM 280437496 389211820   2425648      0.61   1571820 106444024  98955424     24.54  46986044  62189044      5000   1187476   3979560     10752     20836    279720
07:18:53 AM 280489552 389265888   2372012      0.60   1571820 106446044  89421312     22.18  46986104  62116940      1316   1113684   3979120     10272     20224    279672
07:18:58 AM 280442336 389220444   2417340      0.61   1571820 106447740  92034208     22.82  46986272  62156624      3568   1151996   3979312     10288     20268    279672
07:19:03 AM 280454180 389234100   2403776      0.61   1571820 106449468  95357388     23.65  46986404  62157656      5048   1151308   3979304     10288     20068    279672
07:19:08 AM 280423288 389203568   2434544      0.62   1571820 106449812  99264824     24.62  46986500  62192084      4812   1185628   3979084     10320     20632    279688
07:19:13 AM 280421936 389203180   2434876      0.62   1571820 106450688  99057512     24.56  46986560  62192184      5908   1184976   3979228     10304     20552    279656
07:19:18 AM 280405720 389188336   2449844      0.62   1571820 106452056  98748360     24.49  46986608  62192096      1244   1183008   3979108     10336     20556    279656
07:19:23 AM 280386656 389170920   2466216      0.62   1571820 106453712  96142100     23.84  46986784  62187388      3780   1177400   3980144     10320     20116    279640
07:19:28 AM 280436712 389222760   2415140      0.61   1571820 106455472  92134640     22.85  46986924  62160048      3708   1148240   3979404     10320     19976    279624
07:19:33 AM 280419452 389206128   2431344      0.62   1571820 106456080  98649472     24.46  46987016  62197700      5928   1185360   3979852     10352     20680    279592
07:19:38 AM 280467536 389255508   2381932      0.60   1571820 106457400  92446508     22.93  46987084  62164232      1460   1150824   3979860     10368     20204    279672
07:19:43 AM 280459752 389249432   2388012      0.60   1571820 106459120  95257008     23.62  46987192  62164352      3192   1149224   3979844     10336     19920    279720
07:19:48 AM 280453856 389244572   2392616      0.61   1571820 106460172  98952012     24.54  46987348  62196500      3652   1180612   3980084     10352     20652    279720
07:19:53 AM 280431996 389223980   2413012      0.61   1571820 106461412  98955604     24.54  46987392  62204808      5448   1187696   3980308     10352     20720    279736
07:19:58 AM 280545296 389340404   2296432      0.58   1571820 106464524  83545400     20.72  46987416  62071336       920   1050932   3980476     10336     18540    279624
07:20:03 AM 280466608 389261524   2374788      0.60   1571820 106464288  92339484     22.90  46987580  62167600      3544   1147708   3981044     10336     20112    279688
07:20:08 AM 280453004 389248972   2387368      0.60   1571820 106465356  99264792     24.62  46987732  62204612      3552   1183760   3981000     10352     20592    279672
07:20:13 AM 280432904 389229948   2406580      0.61   1571820 106466396  96038864     23.82  46987780  62204848      5180   1183088   3980848     10352     20364    279720
07:20:18 AM 280439528 389237600   2399136      0.61   1571820 106467416  99057452     24.56  46987868  62210728      4936   1187452   3980648     10336     20728    279736
07:20:23 AM 280436916 389237140   2399752      0.61   1571820 106469500  98649596     24.46  46988004  62207644      5924   1183488   3980560     10336     20720    279656
07:20:28 AM 280436240 389237632   2399432      0.61   1571820 106470644  96040736     23.82  46988140  62202688      4300   1177072   3980412     10352     20300    279624
07:20:33 AM 280440124 389242492   2394452      0.61   1571820 106471620  98956828     24.54  46988192  62214524      5800   1187760   3980532     10448     20800    279752
07:20:38 AM 280437324 389240736   2396404      0.61   1571820 106472644  98758116     24.49  46988272  62220796      5400   1193828   3980356     10320     20676    279704
07:20:43 AM 280460512 389265848   2371420      0.60   1571820 106474496  96241744     23.87  46988400  62210156      4836   1180824   3980300     10288     20036    279688
07:20:48 AM 280459452 389265904   2371368      0.60   1571820 106475604  96036828     23.82  46988544  62210508      6256   1179840   3980304     10320     20704    279704
07:20:53 AM 280455800 389263464   2373776      0.60   1571820 106476804  98850908     24.51  46988640  62212008      4908   1180836   3980348     10336     20704    279672
07:20:58 AM 280445844 389254748   2382668      0.60   1571820 106478008  98953968     24.54  46988720  62216896      5824   1183924   3980208     10384     20704    279672
07:21:03 AM 280468336 389279184   2358580      0.60   1571820 106479828  95157340     23.60  46988808  62188444      4856   1154168   3979984     10304     20100    279624
07:21:08 AM 280429060 389241076   2397332      0.61   1571820 106480936  93123488     23.09  46988956  62215012      5376   1179788   3979400     10336     20356    279688
07:21:13 AM 280427100 389240360   2398244      0.61   1571820 106482152  99058552     24.57  46989076  62222872      4880   1186592   3979232     10352     20732    279672
07:21:18 AM 280441544 389256448   2382028      0.60   1571820 106483708  95160668     23.60  46989100  62196016      1476   1157516   3979448     10368     20236    279792
07:21:23 AM 280429060 389244656   2393868      0.61   1571820 106484376  95449552     23.67  46989188  62185996      2252   1146596   3979424     10336     20124    279592
07:21:28 AM 280395168 389212092   2426184      0.61   1571820 106485572  99161184     24.59  46989300  62227196      3956   1187736   3979804     10352     20628    279672
07:21:33 AM 280406288 389225732   2412624      0.61   1571820 106488056  92374128     22.91  46989480  62188788      4100   1146868   3979760     10352     19364    279608
07:21:38 AM 280403412 389223608   2414700      0.61   1571820 106488776  98550008     24.44  46989592  62229904      5740   1187484   3979840     10352     20756    279728
07:21:43 AM 280396476 389217916   2420288      0.61   1571820 106489992  98850512     24.51  46989684  62225600      5060   1182064   3979972     10384     20776    279736
07:21:48 AM 280395052 389217264   2420876      0.61   1571820 106490644  98925428     24.53  46989708  62235140      6208   1190452   3980156     10320     20680    279720
07:21:53 AM 280409980 389234132   2404400      0.61   1571820 106492544  98748424     24.49  46989900  62225656      5064   1179868   3979804     10336     20696    279704
07:21:58 AM 280387664 389213096   2425180      0.61   1571820 106493832  96346428     23.89  46990020  62226432      5288   1179356   3980052     10352     20528    279736
07:22:03 AM 280437296 389264560   2373768      0.60   1571820 106495600  95073016     23.58  46990080  62213508      4560   1164872   3980064     10368     20220    279664
07:22:08 AM 280405936 389233636   2404456      0.61   1571820 106496044  98956888     24.54  46990152  62236468      5912   1187384   3980292     10320     20716    279720
07:22:13 AM 280473088 389302588   2335692      0.59   1571820 106497840  95254768     23.62  46990224  62201144      4824   1149936   3980108     10304     20104    279704
07:22:18 AM 280447088 389277704   2360872      0.60   1571820 106498788  98645680     24.46  46990408  62232936      5412   1181268   3979980     10272     20416    279784
07:22:23 AM 280433316 389265632   2372072      0.60   1571820 106500460  98950984     24.54  46990544  62232456      4464   1178880   3980880     10304     20652    279672
07:22:28 AM 280453212 389286828   2350860      0.60   1571820 106501740  98749916     24.49  46990608  62239184      5316   1184856   3980916     10288     20628    279624
07:22:33 AM 280468132 389303628   2334196      0.59   1571820 106503444  95462268     23.67  46990684  62208996      6228   1152980   3980956     10288     20236    279576
07:22:38 AM 280437596 389274332   2364084      0.60   1571820 106504660  92444052     22.92  46990836  62204224      4280   1147328   3980388     10272     20032    279648
07:22:43 AM 280390744 389229072   2409200      0.61   1571820 106506328  95730324     23.74  46990940  62223092      5760   1164376   3980456     10320     19716    279608
07:22:48 AM 280410564 389250196   2388056      0.60   1571820 106507628  96138792     23.84  46991080  62237576      4528   1177952   3980480     10304     20080    279640
07:22:53 AM 280416052 389256868   2380884      0.60   1571820 106508788  95364372     23.65  46991160  62215820      5848   1155032   3981004     10208     20164    279608
07:22:58 AM 280439008 389281380   2356168      0.60   1571820 106510356  95259872     23.62  46991240  62215396      4712   1152724   3981196     10208     20084    279592
07:23:03 AM 280431332 389274724   2363080      0.60   1571820 106511348  98651784     24.46  46991388  62249004      6156   1185864   3980968     10272     20772    279576
07:23:08 AM 280484868 389329996   2307852      0.58   1571820 106513100  92650352     22.98  46991440  62212588      4300   1147632   3980908     10192     19400    279544
07:23:13 AM 280395260 389240904   2396692      0.61   1571820 106513592  98540024     24.44  46991568  62245504      5868   1180388   3981184     10240     20640    279608
07:23:18 AM 280438260 389284804   2352784      0.60   1571820 106514456  99060980     24.57  46991656  62252000      4652   1186028   3981228     10240     20528    279624
07:23:23 AM 280471084 389320048   2317340      0.59   1571820 106516904  92447472     22.93  46991748  62211888      5756   1143500   3981400     10272     20004    279656
07:23:28 AM 280411948 389261820   2375460      0.60   1571820 106517792  98754208     24.49  46991900  62256288      4848   1187120   3981528     10192     20604    279624
07:23:33 AM 280376564 389227896   2409116      0.61   1571820 106519252  98953728     24.54  46992012  62255856      5900   1185376   3981796     10240     20672    279576
07:23:38 AM 280394024 389246624   2390336      0.61   1571820 106520520  98643852     24.46  46992056  62251496      5440   1179816   3981848     10240     20708    279560
07:23:43 AM 280404016 389258724   2378396      0.60   1571820 106522644  94849344     23.52  46992196  62227336      6348   1153840   3981672     10432     20704    279736
07:23:48 AM 280381932 389237804   2399720      0.61   1571820 106523804  98853188     24.51  46992348  62260352      5188   1185664   3981272     10256     20652    279688
07:23:53 AM 280390992 389247344   2390624      0.61   1571820 106524284  98545564     24.44  46992396  62261820      5960   1186752   3980828     10256     20608    279752
07:23:58 AM 280366984 389224600   2413488      0.61   1571820 106525504  96145688     23.84  46992464  62245936      4940   1169712   3980752     10256     19952    279712
07:24:03 AM 280388236 389247740   2389960      0.61   1571820 106527324  90101536     22.34  46992616  62229452      4608   1151432   3981208     10352     19744    279664
07:24:08 AM 280357116 389217972   2419932      0.61   1571820 106528616  98648524     24.46  46992776  62263932      4648   1184316   3981064     10272     20640    279656
07:24:13 AM 280343880 389205436   2432476      0.62   1571820 106529316  98647192     24.46  46992800  62265468      5376   1185300   3981056     10544     20672    279736
07:24:18 AM 280328236 389191568   2445884      0.62   1571820 106531120  95837536     23.77  46992880  62268596      5508   1187096   3981488     10256     20636    279704
07:24:23 AM 280366260 389231468   2406176      0.61   1571820 106533056  95733192     23.74  46993064  62246544      5080   1162956   3981236     10256     20336    279640
