Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

05:11:03 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
05:28:03 AM 282645300 389741312   1904792      0.48   1571724 104795944   4317328      1.07  46795132  60187848       504    643712   3940788      9728      6500    279144
05:28:08 AM 282641392 389738664   1907292      0.48   1571724 104797132   4314208      1.07  46795128  60187388      1532    641924   3941008      9696      6396    279184
05:28:13 AM 282642096 389740896   1905072      0.48   1571724 104798600   4314208      1.07  46795124  60188836       344    641900   3941056      9696      6408    279184
05:28:18 AM 282637632 389737732   1908432      0.48   1571724 104799688   4314464      1.07  46795132  60190068      1036    642052   3941072      9648      6340    279184
05:28:23 AM 282634752 389736412   1909744      0.48   1571724 104801148   4318684      1.07  46795136  60193876       460    644452   3941180      9744      6576    279208
05:28:28 AM 282631540 389734768   1911100      0.48   1571724 104802672   4314596      1.07  46795132  60193324      1528    642324   3941512      9680      6404    279248
05:28:33 AM 282618916 389723436   1922236      0.49   1571724 104803904   4318816      1.07  46795136  60196804       440    644660   3941768      9728      6544    279240
05:28:38 AM 282621168 389727348   1918384      0.49   1571724 104805340   4314852      1.07  46795136  60196148       224    642512   3941932      9680      6396    279216
05:28:43 AM 282622116 389729512   1916196      0.49   1571724 104806500   4314852      1.07  46795132  60197308       188    642476   3942012      9664      6364    279184
05:28:48 AM 282622560 389731656   1914124      0.48   1571724 104808020   4314852      1.07  46795140  60199008       188    642684   3942120      9680      6404    279216
05:28:53 AM 282624096 389734536   1911224      0.48   1571724 104809316   4315076      1.07  46795140  60200384       208    642764   3942188      9680      6408    279232
05:28:58 AM 282618836 389731048   1914476      0.48   1571724 104810812   4315332      1.07  46795140  60201960       172    642844   3942700      9696      6444    279264
05:29:03 AM 282618880 389732308   1913208      0.48   1571724 104811968   4315332      1.07  46795144  60203140        16    642900   3942768      9696      6440    279280
05:29:08 AM 282614876 389729764   1915584      0.49   1571724 104813304   4319552      1.07  46795148  60206776       184    645184   3943060      9728      6512    279368
05:29:13 AM 282616520 389732468   1912816      0.48   1571724 104814296   4319552      1.07  46795152  60207652         8    645208   3943192      9728      6508    279288
05:29:18 AM 282613060 389730696   1914376      0.48   1571724 104815756   4315332      1.07  46795140  60207048       160    642932   3943632      9648      6300    279248
05:29:23 AM 282613828 389732904   1912200      0.48   1571724 104817088   4315588      1.07  46795144  60208540       516    643200   3943708      9712      6432    279232
05:29:28 AM 282612480 389732800   1912492      0.48   1571724 104818252   4315588      1.07  46795148  60210012      1472    643448   3943600      9696      6400    279296
05:29:33 AM 282614956 389736700   1908596      0.48   1571724 104819576   4319492      1.07  46795156  60213204       560    645412   3943696      9712      6524    279256
05:29:38 AM 282619980 389743012   1902348      0.48   1571724 104820908   4319940      1.07  46795152  60215036      1552    645840   3943588      9776      6556    279368
05:29:43 AM 282624020 389748396   1897012      0.48   1571724 104822176   4315976      1.07  46795152  60214152       644    643672   3943616      9664      6364    279328
05:29:48 AM 282624364 389750156   1895200      0.48   1571724 104823508   4315600      1.07  46795148  60215408       532    643596   3943752      9680      6360    279248
05:29:53 AM 282312684 389440180   2200900      0.56   1571724 104825044  51110364     12.67  46795856  60581152       712   1008516   3948196     10144     16116    279536
05:29:58 AM 282148604 389280012   2361592      0.60   1571724 104828948  98951576     24.54  46796284  60784292       628   1208032   3947680     10288     21260    279728
05:30:03 AM 282115624 389247524   2393556      0.61   1571724 104829392  99054212     24.56  46796284  60787436      1404   1211252   3948252     10304     21364    279776
05:30:08 AM 282104216 389236536   2404708      0.61   1571724 104829804  99046768     24.56  46796276  60785488       656   1208184   3948096     10256     21116    279776
05:30:13 AM 282108788 389241664   2399496      0.61   1571724 104830612  98944536     24.54  46796312  60787660      1056   1208904   3947928     10256     21108    279808
05:30:18 AM 282116076 389251332   2390684      0.61   1571724 104833172  99249952     24.61  46796608  60787232      3076   1207028   3946892     10272     21032    279648
05:30:23 AM 282235820 389254388   2387540      0.60   1571732 104716856  99052464     24.56  46796740  60680828      4364   1217724   3946600     10272     20620    279664
05:30:28 AM 282263844 389283568   2358436      0.60   1571732 104718008  95352860     23.65  46796768  60652076      4664   1187208   3946528     10272     20088    279760
05:30:33 AM 282246276 389266076   2376140      0.60   1571732 104718116  98850884     24.51  46796836  60682564       416   1218144   3946284     10304     20512    279816
05:30:38 AM 282312096 389333600   2308692      0.58   1571732 104719832  91144628     22.60  46796880  60619476      1352   1153272   3946196     10240     19592    279728
05:30:43 AM 282316580 389339704   2302064      0.58   1571732 104721448  93211864     23.12  46797084  60640632      2928   1173048   3946724     10304     19764    279784
05:30:48 AM 282251672 389276932   2364572      0.60   1571732 104723564  96451552     23.92  46797244  60685452      4404   1215632   3947008     10256     20232    279864
05:30:53 AM 282247044 389272684   2368432      0.60   1571732 104723932  98860688     24.52  46797288  60693532      4616   1223348   3947408     10304     20688    279880
05:30:58 AM 282248848 389275340   2365820      0.60   1571732 104724756  95837104     23.77  46797308  60671000      4880   1200316   3947392     10288     20140    279896
05:31:03 AM 282268548 389296896   2344080      0.59   1571732 104726508  92137156     22.85  46797464  60657252      3988   1185216   3947680     10272     19616    279792
05:31:08 AM 282196596 389226916   2414796      0.61   1571732 104728476  99159472     24.59  46797696  60687776      4268   1213888   3946948     10288     20516    279728
05:31:13 AM 282199364 389230728   2410620      0.61   1571732 104729484  99058180     24.57  46797728  60693828      4652   1218456   3947348     10288     20612    279760
05:31:18 AM 282216192 389249140   2391768      0.61   1571732 104731092  95156628     23.60  46797780  60664028      4420   1187672   3947764     10272     20060    279712
05:31:23 AM 282230020 389264224   2376352      0.60   1571732 104732164  92447096     22.93  46797868  60647412      5296   1170316   3948280     10128     19660    279776
05:31:28 AM 282174596 389209856   2430896      0.62   1571732 104733216  98966700     24.54  46798052  60700636      4740   1222324   3948108     10336     20648    279776
05:31:33 AM 282154864 389191884   2448724      0.62   1571732 104734928  99188428     24.60  46798188  60704284      4916   1220996   3948300     10448     20832    279848
05:31:38 AM 282214456 389252112   2387704      0.60   1571732 104736024  95364136     23.65  46798224  60671420      5188   1191540   3948632     10336     20776    279816
05:31:43 AM 282207536 389246772   2393108      0.61   1571732 104737128  96249604     23.87  46798344  60688432      4624   1206180   3949044     10304     20208    279808
05:31:48 AM 282219200 389260040   2380048      0.60   1571732 104738680  95158892     23.60  46798440  60672248      4764   1188700   3948888     10320     20052    279824
05:31:53 AM 282206692 389248856   2391096      0.61   1571736 104740036  96149860     23.84  46798604  60703480      4272   1218940   3948988     10368     20548    279752
05:31:58 AM 282227824 389271080   2369188      0.60   1571736 104741132  96351488     23.89  46798680  60689092      4552   1203548   3948668     10352     20356    279800
05:32:03 AM 282195600 389239936   2400252      0.61   1571736 104742224  98920732     24.53  46798740  60701688      4948   1215196   3948736     10320     20636    279792
05:32:08 AM 282183864 389229764   2409404      0.61   1571736 104743924  98650596     24.46  46798860  60709520      5100   1221236   3949620     10320     20628    279872
05:32:13 AM 282185616 389233496   2405960      0.61   1571736 104745792  99061316     24.57  46799068  60707764      4604   1218296   3949444     10272     20556    279808
05:32:18 AM 282192712 389241500   2398516      0.61   1571736 104746700  98954600     24.54  46799124  60710564      4820   1219240   3948884     10304     20600    279888
05:32:23 AM 282202456 389252108   2387992      0.60   1571736 104747584  98856156     24.52  46799196  60709428      4676   1218024   3948780     10304     20492    279792
05:32:28 AM 282232916 389285252   2355348      0.60   1571736 104750240  92145800     22.85  46799292  60684508      5072   1189472   3948308     10352     20140    279848
05:32:33 AM 282227108 389280048   2361012      0.60   1571736 104751276  93225896     23.12  46799492  60687540      3920   1193164   3947416     10352     20072    279760
05:32:38 AM 282174868 389229336   2412064      0.61   1571736 104752256  99271480     24.62  46799548  60725036      4896   1228184   3947624     10320     20636    279824
05:32:43 AM 282174236 389230276   2410804      0.61   1571736 104753812  98662636     24.47  46799648  60724564      5500   1227128   3947960     10352     20824    279776
05:32:48 AM 282209432 389266568   2374160      0.60   1571736 104754908  92135232     22.85  46799736  60678668      4288   1179868   3948312     10288     19896    279808
