Linux 5.15.30-2-pve (superserver2) 	01/28/2024 	_x86_64_	(32 CPU)

08:21:36 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
08:33:11 PM 311411680 387885928   3731156      0.94    857868  75756232 176720412     43.82  50763416  27947660       644   2263672   3116848     10688     38752    863328
08:33:16 PM 311401488 387876012   3741156      0.95    857868  75756588 176733172     43.83  50763416  27955588       416   2271176   3116684     10688     38776    863328
08:33:21 PM 311365076 387840064   3777084      0.96    857868  75757028 176822852     43.85  50763452  27987900       660   2302848   3116728     10688     38844    863328
08:33:26 PM 311350856 387826068   3790816      0.96    857868  75757336 176805888     43.84  50763556  27977548       608   2292696   3116908     10688     38808    863312
08:33:31 PM 311396260 387872396   3744256      0.95    857868  75758048 176661400     43.81  50763720  27926600      1108   2240972   3117352     10720     38528    863336
08:33:36 PM 311320224 387796400   3820388      0.97    857868  75758096 176683316     43.81  50763812  27927500       676   2242000   3117208     10688     38636    863312
08:33:41 PM 311369572 387846464   3769976      0.95    857868  75758696 172922192     42.88  50763924  27877460       804   2191528   3117672     10672     38008    863328
08:33:46 PM 311302512 387779412   3837080      0.97    857868  75758764 176656340     43.81  50763956  27916696       428   2230788   3117560     10672     38628    863328
08:33:51 PM 311320916 387798340   3818180      0.97    857868  75759100 176603864     43.79  50764124  27899380       776   2213084   3117720     10688     38580    863352
08:33:56 PM 311343708 387821424   3794360      0.96    857868  75759400 176665412     43.81  50764268  27914120       776   2227732   3118448     10688     38284    863344
08:34:01 PM 311353848 387832012   3784200      0.96    857868  75759772 176595868     43.79  50764328  27891540       656   2204872   3118096     10656     38360    863344
08:34:06 PM 311367260 387845828   3770204      0.95    857868  75760084 176570968     43.79  50764480  27880100       576   2193364   3118368     10688     38444    863360
08:34:11 PM 311364256 387843108   3772768      0.96    857868  75760372 176577088     43.79  50764536  27882452       652   2195204   3118520     10688     38464    863360
08:34:16 PM 311335976 387815068   3800996      0.96    857868  75760652 176684152     43.81  50764548  27922184       472   2234828   3118292     10720     38636    863352
08:34:21 PM 311399084 387878524   3737580      0.95    857868  75760948 176611956     43.80  50764556  27900844       316   2213072   3118304     10688     38524    863328
08:34:26 PM 311407636 387887272   3728804      0.94    857868  75761240 176719836     43.82  50764548  27940944       548   2253084   3118236     10688     38572    863312
08:34:31 PM 311459292 387939336   3677164      0.93    857868  75761580 176658228     43.81  50764576  27924200       460   2235740   3117880     10688     38628    863296
08:34:36 PM 311463272 387943584   3672372      0.93    857868  75761928 176693436     43.82  50764576  27939472       504   2250888   3118344     10704     38872    863416
08:34:41 PM 311422948 387903692   3712196      0.94    857868  75762264 176713368     43.82  50764572  27947912       428   2258648   3118508     10688     38732    863456
08:34:46 PM 311421496 387902456   3713104      0.94    857868  75762604 176730248     43.83  50764572  27956072       244   2266724   3118712     10688     38772    863408
08:34:51 PM 311413160 387894596   3720560      0.94    857868  75762948 176824188     43.85  50764600  27989060       540   2299204   3119248     10688     38716    863424
08:34:56 PM 311422824 387904592   3710808      0.94    857868  75763392 176725868     43.82  50764648  27956340       268   2266272   3118892     10688     38960    863376
