Linux 5.15.30-2-pve (superserver2) 	01/31/2024 	_x86_64_	(32 CPU)

07:25:03 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
07:38:08 AM 306775944 388511944   3098092      0.78    858408  80880644  97617492     24.21  54708572  28453612      2884   1589528   3260696     10208     24280    863508
07:38:13 AM 306777744 388514272   3096108      0.78    858408  80881136 101112532     25.07  54708680  28485696      3288   1621204   3260388     10208     25180    863460
07:38:18 AM 306786648 388524788   3085964      0.78    858408  80882736 101109152     25.07  54708832  28485420      4748   1619444   3260028     10208     24684    863428
07:38:23 AM 306782676 388521736   3089224      0.78    858408  80883612 101323444     25.13  54708900  28494108      4904   1627296   3259864     10224     25048    863436
07:38:28 AM 306783852 388524212   3086248      0.78    858408  80884896  98399740     24.40  54708956  28482996      5204   1614920   3260380     10240     24656    863460
07:38:33 AM 306778332 388520600   3089376      0.78    858408  80886816  98201968     24.35  54709156  28484672      4772   1614544   3260852     10240     23996    863508
07:38:38 AM 306766616 388510628   3099784      0.79    858408  80888516 101217424     25.10  54709280  28496956      5136   1625740   3260460     10224     24736    863572
07:38:43 AM 306765556 388510012   3100656      0.79    858408  80888948 101217276     25.10  54709340  28498588      4748   1626968   3260216     10240     24952    863524
07:38:48 AM 306768100 388514000   3097032      0.78    858408  80890336 101522660     25.18  54709448  28495940      4952   1622880   3259908     10240     24824    863524
07:38:53 AM 306737888 388484780   3126104      0.79    858408  80891292  95409316     23.66  54709568  28484044       696   1610188   3260092     10240     23756    863508
07:38:58 AM 306726912 388476008   3134212      0.79    858408  80893500 101215008     25.10  54709732  28500860      3048   1624976   3260752     10240     24812    863540
07:39:03 AM 306719316 388469812   3140580      0.80    858408  80894896 101228496     25.10  54709792  28507052      4216   1629740   3260584     10240     24832    863508
