Linux 5.15.0-91-generic (gl5) 	02/01/2024 	_x86_64_	(32 CPU)

12:11:04 AM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty  kbanonpg    kbslab  kbkstack   kbpgtbl  kbvmused
12:27:34 AM 286141528 388794724   2853100      0.72   1571456 100444404 184161652     45.67  44856852  58792532      5020   1662240   3848060     10624     33936    279848
12:27:39 AM 286136364 388792532   2855872      0.72   1571456 100447652 187438012     46.48  44857152  58821216      9032   1687920   3847204     10640     35488    279880
12:27:44 AM 286064728 388721184   2928036      0.74   1571456 100448044 193278552     47.93  44857352  58867184      8632   1733928   3846284     10672     35432    279896
12:27:49 AM 286028076 388685468   2963848      0.75   1571456 100449060 194202080     48.16  44857408  58873732     10244   1739400   3846108     10688     35568    280104
12:27:54 AM 286041444 388700380   2948988      0.75   1571456 100450624 193185304     47.91  44857432  58884464      1480   1748156   3846036     10656     35484    280136
12:27:59 AM 286062704 388723176   2926644      0.74   1571456 100452300 189891992     47.09  44857580  58849188      2184   1712292   3845444     10688     34968    280056
12:28:04 AM 286096152 388759440   2890168      0.73   1571456 100455168 181033276     44.89  44857752  58820484      4644   1680480   3845604     10688     34396    280024
12:28:09 AM 286037392 388702172   2947616      0.75   1571456 100456668 190359572     47.21  44858024  58873628      6992   1732368   3845416     10704     35400    279896
12:28:14 AM 286089500 388757140   2892740      0.73   1571456 100459444 185779432     46.07  44858144  58817316      9240   1673136   3845408     10704     34424    279880
12:28:19 AM 286025120 388692720   2956900      0.75   1571460 100459368 193892012     48.08  44858276  58880368      9048   1736548   3845700     10720     35420    279944
12:28:24 AM 286021056 388689984   2959260      0.75   1571464 100460584 193308796     47.94  44858344  58878112     10676   1732832   3846184     10752     35556    280016
12:28:29 AM 286031740 388703752   2945256      0.75   1571464 100463672 185782724     46.07  44858388  58824640     10148   1676656   3846416     10736     35672    280024
12:28:34 AM 285977944 388651468   2997292      0.76   1571464 100465156 193694360     48.03  44858648  58893992     10648   1744248   3846692     10704     35672    280096
12:28:39 AM 285962600 388637804   3010928      0.76   1571464 100466852 193582228     48.01  44858808  58890504      8976   1739880   3846704     10720     35476    280024
12:28:44 AM 285977300 388653524   2995316      0.76   1571464 100467820 190463836     47.23  44858956  58883396      9800   1730848   3846648     10720     35436    280008
12:28:49 AM 285993268 388671840   2977052      0.75   1571464 100470116 193385236     47.96  44859056  58897656      9480   1744004   3846648     10720     35576    280024
12:28:54 AM 285998632 388678820   2970172      0.75   1571464 100471568 193449400     47.97  44859184  58891280     10744   1736340   3846712     10704     35532    280056
12:28:59 AM 286005480 388686744   2962524      0.75   1571464 100472612 193486156     47.98  44859308  58894124      9688   1738320   3846468     10704     35524    279992
12:29:04 AM 286006040 388689012   2958732      0.75   1571464 100474320 194136840     48.14  44859388  58901480      8004   1743916   3847992     10784     35540    280040
12:29:09 AM 286224160 388911200   2737932      0.69   1571464 100478568 168745904     41.85  44859504  58711860      8152   1550164   3846424     10624     32540    279912
12:29:14 AM 286048596 388736212   2913268      0.74   1571464 100479108 193283776     47.93  44859824  58900500      9080   1738460   3846112     10720     35596    280008
12:29:19 AM 286009196 388698272   2950764      0.75   1571464 100480572 193489964     47.98  44859960  58907900      9620   1744280   3846552     10736     35564    280056
12:29:24 AM 286046160 388736480   2912084      0.74   1571464 100481828 189787892     47.06  44860024  58873984     10096   1709476   3847012     10768     35212    280064
12:29:29 AM 286046500 388737640   2911612      0.74   1571464 100482564 193066944     47.88  44860124  58899668      9564   1734644   3846408     10752     35460    280152
12:29:34 AM 286048024 388741584   2908136      0.74   1571464 100484972 193176764     47.91  44860236  58907600      9808   1740052   3845952     10736     35624    280136
12:29:39 AM 286021088 388715412   2934448      0.74   1571464 100485568 187956392     46.61  44860396  58899792      8824   1731896   3845980     10720     34628    280184
12:29:44 AM 286073556 388771156   2879008      0.73   1571464 100488836 180248804     44.70  44860596  58833616      7808   1662676   3845684     10688     33820    280056
12:29:49 AM 285980984 388681212   2968928      0.75   1571464 100491396 190774488     47.31  44860792  58912364     10784   1738720   3845776     10704     35196    280072
12:29:54 AM 285996072 388697176   2953216      0.75   1571464 100492244 190058952     47.13  44860932  58911596      9436   1737608   3845552     10704     34968    279992
12:29:59 AM 286007076 388709228   2940796      0.74   1571464 100493308 193683120     48.03  44861024  58909500     10584   1734376   3845904     10720     35500    280056
12:30:04 AM 285987072 388690648   2959228      0.75   1571464 100494716 193379708     47.96  44861068  58915200     10196   1739424   3846068     10720     35528    280008
12:30:09 AM 285981308 388687024   2961868      0.75   1571464 100496724 193280684     47.93  44861228  58917120     11160   1739256   3847184     10736     35540    279976
12:30:14 AM 285987064 388695360   2953564      0.75   1571464 100499260 190875612     47.33  44861404  58921748      9924   1741188   3847196     10736     35556    279944
12:30:19 AM 286020688 388730808   2918104      0.74   1571464 100501080 193690288     48.03  44861664  58918636      9592   1736648   3847212     10736     35380    279928
12:30:24 AM 286034088 388745564   2902868      0.74   1571464 100502348 190776016     47.31  44861784  58922288      8996   1738080   3847780     10736     35340    279880
12:30:29 AM 285988168 388700848   2946144      0.75   1571464 100503516 187961556     46.61  44861848  58904260      9344   1719480   3849256     10864     35288    280080
12:30:34 AM 286035516 388750772   2897680      0.73   1571464 100506140 185875872     46.09  44861936  58857440      9212   1670072   3847748     10736     34436    279992
12:30:39 AM 285950500 388665816   2982740      0.76   1571464 100506204 190665108     47.28  44862032  58919556      9200   1732112   3847640     10752     35312    280040
12:30:44 AM 286016724 388735268   2913044      0.74   1571464 100509356 181340864     44.97  44862212  58853492      8600   1663148   3847960     10752     34344    280088
12:30:49 AM 285962036 388682116   2966188      0.75   1571464 100510836 191075660     47.38  44862440  58926704      8360   1735720   3848024     10768     35400    280088
12:30:54 AM 285936712 388658956   2989960      0.76   1571464 100512952 193684276     48.03  44862628  58926200      9304   1733128   3847460     10752     35332    280072
12:30:59 AM 285965164 388688180   2960780      0.75   1571464 100513692 190367120     47.21  44862684  58929384      9168   1735756   3847448     10768     35152    280040
12:31:04 AM 285956452 388681528   2967464      0.75   1571464 100515688 193792728     48.06  44862788  58938772     10992   1743204   3847480     10784     35556    280072
12:31:09 AM 285956736 388683200   2965796      0.75   1571464 100517068 193800700     48.06  44862860  58950020      9960   1752792   3847484     10784     35668    280072
12:31:14 AM 285996848 388726736   2922272      0.74   1571464 100520400 186191416     46.17  44863080  58876184     10476   1676104   3847564     10736     34328    280040
12:31:19 AM 285956712 388686536   2962468      0.75   1571464 100520300 193582924     48.01  44863236  58938036      8536   1738260   3847604     10752     35328    280008
12:31:24 AM 285980208 388711972   2936732      0.74   1571464 100522148 190671176     47.28  44863328  58920300      9732   1718948   3847996     10768     34928    279992
12:31:29 AM 285981860 388716168   2932564      0.74   1571464 100524696 185473320     45.99  44863484  58879648      8864   1675732   3847964     10800     35116    279968
12:31:34 AM 285942748 388678388   2969960      0.75   1571464 100525912 187446208     46.48  44863632  58924736      9672   1719896   3848464     10816     35056    279944
12:31:39 AM 285939048 388677276   2971024      0.75   1571464 100528584 190058392     47.13  44863740  58950092     10400   1742616   3848428     10768     35124    279976
12:31:44 AM 285934420 388674364   2972932      0.75   1571464 100530260 190880680     47.34  44863948  58947248     10004   1738308   3849472     10768     35016    279944
12:31:49 AM 285969292 388711396   2935268      0.74   1571464 100532380 184259388     45.69  44864080  58880288      9660   1668784   3850144     10704     34212    279976
12:31:54 AM 285939408 388682424   2965128      0.75   1571464 100533236 194104288     48.14  44864300  58956876      9204   1744620   3849312     10848     35340    279944
12:31:59 AM 285936936 388681184   2966580      0.75   1571464 100534564 193172284     47.90  44864360  58951620      8972   1738304   3849004     10768     35364    280008
12:32:04 AM 285971040 388717204   2930528      0.74   1571464 100536432 190965876     47.36  44864536  58920624      9176   1706484   3849084     10752     34964    280024
12:32:09 AM 285999084 388748268   2899572      0.73   1571464 100539420 184160356     45.67  44864656  58906944      8604   1689696   3849008     10736     33904    280056
12:32:14 AM 285936592 388686412   2961364      0.75   1571464 100539984 193581904     48.01  44864824  58953556      8380   1735152   3849144     10768     35500    280040
12:32:19 AM 285950960 388702268   2945624      0.75   1571464 100541288 187068116     46.39  44864856  58920920      7604   1701732   3849212     10784     34720    280072
12:32:24 AM 285965128 388718464   2929644      0.74   1571464 100543304 190467228     47.23  44865080  58960084      8304   1739264   3849008     10784     35184    280024
12:32:29 AM 285910604 388665808   2982164      0.76   1571464 100545096 193479016     47.98  44865196  58962332     10568   1739720   3849220     10800     35568    280088
12:32:34 AM 285919512 388676636   2971236      0.75   1571464 100546988 190984532     47.36  44865288  58951152      8032   1726400   3849348     10864     34996    280144
12:32:39 AM 285866660 388626188   3021984      0.77   1571464 100549212 193903684     48.09  44865452  58978124      9740   1751656   3849228     10784     35548    279928
12:32:44 AM 285904056 388664352   2983956      0.76   1571464 100549948 190471052     47.23  44865596  58950548      8656   1723628   3849124     10784     35176    279880
12:32:49 AM 285901596 388664084   2983904      0.76   1571464 100552168 193282688     47.93  44865744  58975344     10296   1746008   3849416     10816     35140    279896
